2022-06-28 17:15:00, 0, 0, 0, 0
2022-06-28 17:15:00, 1, 0, 0, 0
2022-06-28 17:20:00, 1, 0, 0, 0
2022-06-28 17:20:00, 0, 0, 0, 0
2022-06-28 17:35:00, 0, 0, 0, 0
2022-06-28 17:35:00, 1, 0, 0, 0
2022-06-28 17:40:00, 0, 0, 0, 0
2022-06-28 17:40:00, 1, 0, 0, 0
2022-06-28 17:45:00, 0, 0, 0, 0
2022-06-28 17:45:00, 1, 0, 0, 0
2022-06-28 17:50:00, 1, 0, 0, 0
2022-06-28 17:50:00, 0, 0, 0, 0
2022-06-28 17:55:00, 0, 0, 0, 0
2022-06-28 17:55:00, 1, 0, 0, 0
2022-06-28 18:00:00, 1, 0, 0, 0
2022-06-28 18:00:00, 0, 0, 0, 0
2022-06-28 18:05:00, 0, 0, 0, 0
2022-06-28 18:05:00, 1, 0, 0, 0
2022-06-28 18:10:00, 0, 0, 0, 0
2022-06-28 18:10:00, 1, 0, 0, 0
2022-06-28 18:15:00, 0, 0, 0, 0
2022-06-28 18:15:00, 1, 5, 4, 1
2022-06-28 18:25:00, 0, 2, 0, 2
2022-06-28 18:25:00, 1, 0, 0, 0
